Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),HS_Code,critical_mineral,CategoryType
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2013,380953,380953.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2011,48350,48350.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2009,1614939,1614939.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2015,1775322,1775322.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2006,853706,853706.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2016,300101,300101.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2023,4290,4290.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2013,404880,404880.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2005,378484,378484.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2023,149648,149648.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2004,20386246,20386246.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2008,7439,7439.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2003,15216075,15216075.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2016,22954978,22954978.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2025,38074125,38074125.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2003,77980,77980.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2005,400751,400751.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2014,39585,39585.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2018,5435922,5435922.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2007,397757,397757.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2010,470984,470984.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2018,266572,266572.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2019,258556,258556.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2012,38384,38384.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2009,144330,144330.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2015,24400006,24400006.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2017,263919,263919.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2022,17025539,17025539.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2009,16538687,16538687.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2017,50581819,50551701.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2005,29811,29811.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2019,6185202,6185202.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2017,706138,706138.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2017,2151049,2151049.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2020,6907101,6907101.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2011,699986,699986.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2025,176097,176097.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2019,1686720,1686720.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2021,429933,429933.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2002,87957,87957.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2002,4890,4890.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2001,14220,,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2015,243066,243066.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2006,494125,494125.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2001,40360,,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2011,39640864,39640864.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2002,15362353,15362353.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2012,652759,652759.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Mongolia,2005,3000,3000.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2001,18138098,,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2014,1153524,1153524.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2022,250577,250577.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2019,97653117,97602745.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2018,88132473,88078596.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2013,24723,24723.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2008,89280,89280.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2016,323271,323271.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2024,20005540,19969771.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2007,31094255,31094255.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2007,408284,408284.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2024,43657255,43657255.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2010,82092,82092.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2006,26308954,26308954.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2024,3651,3651.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2018,1135260,1135260.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2004,343093,343093.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2014,731280,731280.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2023,18708924,18692919.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2004,56232,56232.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2024,365237,365237.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2021,34847113,34785617.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2013,24466247,24466247.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Hong Kong,2015,724126,724126.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2010,30159593,30159593.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2005,22046546,22046546.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2025,6722356,6702738.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2001,194267,,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2008,27876576,27876576.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2023,27208166,27208166.0,3801,Graphite,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2022,27145201,27108567.0,3801,Graphite,Other
"3910 Silicones, In Primary Forms","Korea, South",2012,10981950,10704986.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2015,737096,737096.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2018,138625551,138321699.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2001,181730,,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2018,2535752,2447913.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2016,3120,3120.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2012,132171571,130172593.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2011,6999481,6870476.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2012,4240,4240.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2019,2681001,2681001.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2017,134168,134168.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2014,113015995,112469609.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2020,25145,25145.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2014,89492,89492.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2016,11178946,11681539.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2015,9762605,9271154.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2014,15585106,15080615.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2013,3754,3754.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2011,86546,86546.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2017,133824603,131140770.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2016,108057010,105868018.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2019,8779422,8767022.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2011,143386001,143323425.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2013,16969028,16447070.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2017,2682114,2682114.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2009,2933597,2933597.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2018,12656,12656.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2011,1178642,1178642.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2020,3047498,3047498.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2014,1803767,1803767.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2016,2175716,2175716.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2015,118348453,113879780.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2008,111199182,109982108.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2020,115595525,114218868.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2006,191880,191880.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Mongolia,2018,48941,48941.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2015,11626,11626.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2004,631316,631316.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2017,14056014,14069545.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2018,15396747,15568805.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2013,1613744,1613744.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2002,58478673,57482902.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2001,1287410,,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2023,196134,196134.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2010,5109134,5109134.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2005,74440429,73740054.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2012,1315700,1315700.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2003,524,524.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2004,73710266,72687080.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2003,64207197,63862567.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2010,103040,103040.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2002,635419,635419.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2020,8256237,8270967.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2007,96223159,95454753.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2022,201650415,198871727.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2006,72580176,71777893.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2002,22772,22772.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2007,3296812,3296812.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2023,22883051,22850411.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2007,165880,165880.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2010,664932,664932.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2009,287460,287460.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2007,232172,232172.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2002,172605,172605.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2004,128327,128327.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2008,2686538,2686538.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2006,275388,275388.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2003,224580,224580.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2023,154630124,152468163.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2001,101753,,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2008,663589,663589.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2006,1577094,1577094.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Macau,2008,1784,1784.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2024,155653123,152394601.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2021,1101708,1102143.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2025,1473838,1473838.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2024,2390571,2392224.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2025,654,654.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2025,83853602,82252487.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2019,138396191,135141842.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2022,121456,121456.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2023,1595973,1597072.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2004,133855,133855.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2022,44606986,44606986.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2010,151003657,148612060.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Mongolia,2023,42400,42400.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2024,101316,101316.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2021,142758652,140877521.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2022,2080522,2079357.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2021,94085,94085.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2013,119257636,118330948.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2005,2017774,2017774.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2001,55294878,,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2009,745188,745188.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2008,424639,424639.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2024,24723047,24534439.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2005,46303,46303.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2021,13334170,13378033.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms","Korea, South",2025,14572832,14576103.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Taiwan,2003,564217,564217.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Japan,2009,106437230,99757478.0,3910,Silicon,Other
"3910 Silicones, In Primary Forms",Hong Kong,2005,108256,108256.0,3910,Silicon,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2001,2070742,,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2016,50882,50882.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2013,91454708,91454708.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2013,9819,9819.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2025,487400,487400.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2023,157368108,157368108.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2021,3133249,3133249.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2010,5944620,5944620.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2024,890098,890098.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2003,10233093,10233093.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2018,4764535,4764535.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2021,105640196,105640196.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2003,4988,4988.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2002,25032,25032.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2010,5670,5670.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2020,13888,13888.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2014,35620759,35620759.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2007,32376657,32376657.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2005,4096646,4096646.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2016,57431934,57431934.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2004,131606,131606.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2014,1200059,1200059.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2018,21324914,21324914.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2012,64007499,64007499.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2006,171323,171323.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2019,26392725,26392725.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2002,8960360,8960360.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2019,84170895,84170895.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2016,4448949,4448949.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2011,90478759,90543918.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2011,1733862,1733862.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2007,56957347,56957347.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2015,19059775,19059775.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2018,39498474,39498474.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2012,52000932,52000932.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2021,582887234,582887234.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2020,98437397,98437397.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2014,190446107,190446107.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2009,17085560,17085560.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2002,37723082,37723082.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2007,1815495,1815495.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2017,7342178,7342178.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2014,844167,844167.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2025,104342370,104342370.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2020,23524350,23524350.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2024,228499677,228499677.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2022,306462618,306462618.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2017,7340364,7340364.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2004,5576403,5576403.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2006,14810,14810.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2005,30298722,30298722.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2015,532371,532371.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2023,321153696,321153696.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2018,366626,366626.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2004,38268806,38268806.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2017,2700,2700.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2015,240252950,240252950.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2022,6166144,6166144.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2019,14996062,14996062.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2011,13817767,13817767.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2023,1439343,1439343.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2009,603125,603125.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2001,135477601,,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2020,90811221,90811221.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2011,534307,534307.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2001,360757,,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2008,428157,428157.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2006,406211,406211.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2022,18500900,18500900.0,7110,Platinum Group Metals,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2022,308822017,308822017.0,7110,Platinum Group Metals,Other
